Name,Sector,Sub-Sector,Market Cap,Return on Equity,ROCE,Cash Flow Margin,EBITDA Margin,Net Profit Margin,Return on Assets,Asset Turnover Ratio,Working Capital Turnover Ratio,Current Ratio,Debt to Equity,PE Ratio,PB Ratio,Sector PE,Sector PB,PS Ratio,Sector Dividend Yield,Return on Investment,MF Holding Change 3M,MF Holding Change 6M,FII Holding Change 3M,FII Holding Change 6M,DII Holding Change 3M,DII Holding Change 6M,EPS (Q),Dividend Per Share,Debt to Equity ,Debt to Asset,R1,R2
Infobeans Technologies Ltd,Information Technology,Electronic Equipments,1020.93,7.92,11.02,11.35,17.21,5.86,5.66,0.97,2.64,3.84,0.08,45.44,3.45,34.66,9.14,2.66,1.69,8.81,0,0,0.01,0.01,0,0,5.2,1,0.08,0.06,0,1
Vinyas Innovative Technologies Ltd,Information Technology,Software Services,1013.07,17.68,24.48,-8.69,11.54,4.79,5.85,1.22,5.74,1.52,0.75,65.96,7.9,34.66,9.14,3.16,1.69,12.99,0,-,0,-,-0.47,-,-,0,0.75,0.31,0,1
Danlaw Technologies India Ltd,Information Technology,IT Services & Consulting,979.78,47.4,36.76,11.21,17.39,10.52,18.33,1.74,4.37,2.32,0.52,44.09,16.93,34.66,9.14,4.64,1.69,28.26,0,0,-0.02,0,0,0,7.12,0,0.52,0.23,1,2
Silver Touch Technologies Ltd,Information Technology,IT Services & Consulting,915.5,15.44,17.51,1.24,12.3,7.07,10.04,1.42,3.39,2.83,0.1,57.01,8.11,34.66,9.14,4.03,1.69,14.15,0,0,0,-0.03,0,0,3.47,0,0.1,0.06,1,1
Mindteck (India) Ltd,Information Technology,Software Services,904.17,13.27,15.25,5.73,9.92,6.97,10.54,1.51,2.37,4.65,0.01,33.11,4.09,34.66,9.14,2.31,1.69,12.64,0,0,-0.18,-0.29,-0.02,0,2.02,0.8,0.01,0.01,1,1
Alphalogic Techsys Ltd,Information Technology,Electronic Equipments,900.98,10.63,15.64,0.88,14.02,7.42,8.54,1.15,3.89,4.05,0.1,218.15,18.38,34.66,9.14,16.19,1.69,8.93,0,0,0,0,0,0,0.28,0,0.1,0.08,1,1
Aimtron Electronics Ltd,Information Technology,IT Services & Consulting,879.12,31.29,31.64,7.16,26.17,14.52,14.5,1,2.74,2.47,0.28,64.59,17,34.66,9.14,9.38,1.69,23.13,-,0,-,5.12,-,7.76,-,0,0.28,0.16,1,2
Innovana Thinklabs Ltd,Information Technology,Software Services,871.25,29.53,30.4,-1.43,51.48,35.57,21.58,0.61,13.68,1.97,0.14,21.26,5.24,34.66,9.14,7.56,1.69,22.63,-,0,-,0.01,-,0,5.04,0,0.14,0.11,1,2
SPEL Semiconductor Ltd,Information Technology,Electronic Equipments,850.87,-40.62,-17.88,-53.84,-65.55,-102.32,-10.86,0.11,2.15,1.01,0.84,-50.71,25.72,34.66,9.14,51.88,1.69,-23.04,0,0,-0.09,-0.07,0,0,-0.78,0,0.84,0.19,0,0
Tracxn Technologies Ltd,Information Technology,Software Services,848.88,9.96,12.02,12.93,10.51,7.47,6.18,0.83,2.07,2.24,0,130.6,11.98,34.66,9.14,9.75,1.69,9.59,-0.32,-0.36,0.43,0.14,-1.49,-1.5,0.12,0,0,0,0,1
Onmobile Global Ltd,Information Technology,IT Services & Consulting,838.98,2.34,4.89,7.12,8.17,2.86,1.7,0.6,6.76,1.22,0.03,55.05,1.29,34.66,9.14,1.57,1.69,3.16,0,0,-0.11,-0.9,0,0,-1.44,0,0.03,0.02,0,0
All e Technologies Ltd,Information Technology,Communication & Networking,827.15,17.91,21.55,13.04,22.09,15.92,14.29,0.9,1.22,4.74,0,42.01,6.95,34.66,9.14,6.69,1.69,16.62,-,0,-,0.06,-,0.11,3.31,1,0,0,1,2
ADC India Communications Ltd,Information Technology,IT Services & Consulting,815.53,33.67,38.96,10.75,15.49,11.45,22.71,1.98,3.36,2.98,0,39.44,11.51,34.66,9.14,4.51,1.69,29.23,0,0,0,0,0,0,15.13,30,0,0,1,2
Onward Technologies Ltd,Information Technology,Outsourced services,794.5,17.81,20.02,13,12.4,7.07,12.92,1.83,3.75,3.76,0.14,23.42,3.84,34.66,9.14,1.66,1.69,14.98,-0.02,-0.05,7.33,6.46,-0.21,-0.27,1.57,5,0.14,0.1,1,1
Jindal Photo Ltd,Information Technology,IT Services & Consulting,729.93,12.14,11.47,-0.14,98.17,98.16,12.03,0.12,8.27,2.68,0,2.75,0.32,34.66,9.14,2.7,1.69,11.47,0,0,-0.02,0,0,0,46.23,0,0,0,1,1
IRIS Business Services Ltd,Information Technology,Electronic Equipments,725.81,23.94,23.65,11.36,15.43,8.46,11.85,1.4,3.92,2.07,0.16,83.33,17.64,34.66,9.14,7.05,1.69,20.71,0,0,-0.08,-0.15,2.88,2.88,2,0,0.16,0.08,1,1
TAC Infosec Ltd,Information Technology,IT Services & Consulting,719.74,58.28,45.88,-18.82,57.13,53.59,46.3,0.86,1.41,4.05,0.12,113.34,51.01,34.66,9.14,60.74,1.69,41.23,0,-,9.81,-,-19.77,-,-,0,0.12,0.1,1,2
Cybertech Systems and Software Ltd,Information Technology,IT Services & Consulting,696.42,12.03,14.37,15.38,16.83,9.64,9.76,1.01,1.63,5.15,0.03,30.61,3.2,34.66,9.14,2.95,1.69,10.37,0,0,0.03,-0.19,0.45,0.45,2.87,2,0.03,0.03,1,1
TVS Electronics Ltd,Information Technology,Technology Hardware,659.48,0.27,1.12,3.78,3.3,0.07,0.12,1.58,8,1.37,0.41,2442.5,6.68,34.66,9.14,1.79,1.69,1.6,0,0,0.02,-0.22,0,0,-0.68,1,0.41,0.17,0,0
R S Software (India) Ltd,Information Technology,Software Services,640.78,45.37,35.81,24.77,36.37,28.29,32.46,1.15,2.2,3.34,0.03,35.4,13.05,34.66,9.14,10.01,1.69,36.23,0,0,2.18,2.23,0.36,0.36,1.92,0,0.03,0.02,1,2
SoftSol India Ltd,Information Technology,Software Services,599.11,6.74,8.6,1.78,22.09,13.01,5.66,0.44,0.66,10.18,0,55.12,3.41,34.66,9.14,7.17,1.69,7.18,0,0,0,0,0,0,8.13,0,0,0,0,1
FCS Software Solutions Ltd,Information Technology,Software Services,582.96,-3.02,-1.29,32.94,-4.66,-26.36,-2.85,0.11,5.58,2.36,0,-48.38,1.33,34.66,9.14,12.75,1.69,-1.3,0,0,0.04,0,0,0,0.01,0,0,0,0,0
HCL Infosystems Ltd,Information Technology,IT Services & Consulting,575.46,,5.34,-48.92,-18.57,-21.49,-3.3,0.15,-0.15,0.28,,-36.22,-2.14,34.66,9.14,7.78,1.69,-,0,0,0,0,0,0,-0.13,0,-1.32,0.78,0,2
Vinsys IT Services India Ltd,Information Technology,IT Services & Consulting,550.42,36.46,23.27,-6.26,17.6,13.34,21.74,1.63,4.21,4.23,0.18,24.04,5.45,34.66,9.14,3.21,1.69,21.46,-,0,-,-0.25,-,-1.25,-,0,0.18,0.13,1,2
Frog Cellsat Ltd,Information Technology,IT Services & Consulting,550.22,12.44,15.2,4.44,14.71,9.65,10.21,1.06,2.94,2.8,0.04,35.43,4.13,34.66,9.14,3.42,1.69,11.6,-,0,-,0,-,-1.87,2.67,0,0.04,0.03,1,1
Xtglobal Infotech Ltd,Information Technology,Electronic Equipments,532.01,7.19,9.74,0.79,12.31,5.3,4.93,0.93,7.88,1.58,0.24,45.55,3.15,34.66,9.14,2.41,1.69,6.91,0,0,0,0,0,0,0.16,0.05,0.24,0.17,0,1
Izmo Ltd,Information Technology,IT Services & Consulting,522.35,8.99,9.08,16.07,23.13,13.7,7.59,0.55,4.93,1.96,0.03,20.05,1.7,34.66,9.14,2.75,1.69,8.81,0,0,0.01,1.85,0,0,4.27,0,0.03,0.02,0,1
Likhami Consulting Ltd,Information Technology,Outsourced services,515.96,0.43,0.61,3.17,34.92,23.81,0.43,0.02,0.09,44.88,0,3439.71,14.87,34.66,9.14,818.98,1.69,0.43,0,0,0,0,0,0,0.03,0,0,0,0,2
Esconet Technologies Ltd,Information Technology,Software Services,506.64,25.64,23.31,-0.96,7.26,3.86,10.76,2.78,6.39,2.13,0.06,93.13,13.73,34.66,9.14,3.6,1.69,18.4,0,0,-4.87,0.34,-2.6,-10.74,-,0,0.06,0.03,0,1
Trust Fintech Ltd,Information Technology,IT Services & Consulting,501.88,18.99,61.47,35.94,50.88,35.46,15.84,1.39,3.67,3.46,,40.12,18.46,34.66,9.14,14.23,1.69,-,0,-,6.39,-,-1.45,-,-,0,0,0,0,2
DC Infotech and Communication Ltd,Information Technology,IT Services & Consulting,492.48,28.98,40.22,-1.65,4.57,2.52,6.68,2.65,11.63,1.31,0.74,42.42,9.73,34.66,9.14,1.07,1.69,18.68,0,0,0.35,1.35,0,0,2.35,0,0.74,0.18,0,2
Megasoft Ltd,Information Technology,Software Services,491.68,-6.81,7.44,111.55,76.15,-34.06,-3.43,0.1,1.29,2.05,0.81,-38.59,2.72,34.66,9.14,13.15,1.69,1.32,0,0,0.07,0.08,0,0,-2.27,0,0.81,0.4,0,0
DU Digital Global Ltd,Information Technology,IT Services & Consulting,484,1.92,4.1,-35.4,15.93,3.15,1.55,0.49,0.82,6.01,0.14,498.97,6.2,34.66,9.14,15.73,1.69,2.22,-,0,-,-1.81,-,0,-,0,0.14,0.12,0,1
3i Infotech Ltd,Information Technology,Software Services,466.39,-63.72,-79.26,8.44,-28.46,-34.41,-36.47,1.06,15.37,1.05,0.29,-1.56,1.59,34.66,9.14,0.54,1.69,-76.25,0,0,-0.19,-0.13,-0.97,-2.38,-0.25,0,0.29,0.13,0,0
SoftTech Engineers Ltd,Information Technology,IT Services & Consulting,457.96,3.14,7.56,23.07,29.35,4.42,2,0.45,1.61,1.85,0.31,127.92,3.66,34.66,9.14,5.65,1.69,5.06,0,0,0,0,0,0,0.5,0,0.31,0.2,0,1
Inspirisys Solutions Ltd,Information Technology,IT Services & Consulting,436.42,35.09,53.17,5.82,4.82,0.74,1.5,2.02,-13.51,0.9,3,118.92,14.9,34.66,9.14,0.88,1.69,12.16,0,0,0,-0.12,0,0,0.63,0,3,0.33,0,2
Airan Ltd,Information Technology,IT Services & Consulting,429.69,9.77,12.06,2.55,20.86,11.56,8.2,0.71,1.93,4.73,0.01,34.24,3.19,34.66,9.14,3.96,1.69,9.49,0,0,0.01,0.01,0,0,1.74,0,0.01,0,0,1
Trigyn Technologies Ltd,Information Technology,IT Services & Consulting,354.84,2.89,5.59,9.75,3.62,1.55,2.31,1.49,2.84,4.26,0.01,17.78,0.51,34.66,9.14,0.27,1.69,3.06,0,0,-0.02,0.08,0,0,2.47,0,0.01,0.01,0,0
Trejhara Solutions Ltd,Information Technology,IT Services & Consulting,350.35,9.41,9.72,-76.32,15.99,12.24,6.72,0.55,2.06,6.92,0.01,17.76,1.58,34.66,9.14,2.17,1.69,9.29,0,0,1.38,1.38,0,0,0.76,0,0.01,0.01,0,1
Sigma Solve Ltd,Information Technology,IT Services & Consulting,346.45,39.38,75.69,10.79,38.81,23.53,31.33,1.33,6.99,3.73,0.16,21.47,11.46,34.66,9.14,5.05,1.69,46.95,0,0,0,0,0,0,3.82,0.5,0.16,0.12,1,2
Vintron Informatics Ltd,Information Technology,IT Services & Consulting,346.33,2327.27,117.91,-5.63,9.6,9.55,18.07,1.89,-1393.36,1.08,0.75,20.81,24.61,34.66,9.14,1.99,1.69,67.78,0,0,0,0,0,0,-0.02,0,0.75,0.06,1,1
Cressanda Railway Solutions Ltd,Information Technology,IT Services & Consulting,336.4,10.5,9.51,-19.59,7.54,6.45,6.21,0.96,2.29,1.74,0.01,24.48,2.04,34.66,9.14,1.58,1.69,8.35,0,0,-0.29,-0.65,0,0,0.05,0,0.01,0,0,2
Virinchi Ltd,Information Technology,Electronic Equipments,336.13,3.19,8.51,40.19,37.49,4.5,1.68,0.37,3.71,1.52,0.73,24.5,0.74,34.66,9.14,1.1,1.69,7.27,0,0,-0.68,-0.24,0,0,0.11,0,0.73,0.39,0,1
Systango Technologies Ltd,Information Technology,Software Services,334.89,24.16,26.9,14.31,35.63,27.87,21.77,0.78,0.95,10.56,0,19.79,4.27,34.66,9.14,5.52,1.69,21.62,-,0,-,0,-,-0.26,-,0,0,0,1,2
DEV Information Technology Ltd,Information Technology,IT Services & Consulting,325.29,18.58,21.63,-0.48,9.27,5.62,11.38,2.03,5.7,2.1,0.25,35.05,5.58,34.66,9.14,1.97,1.69,14.69,0,0,1.45,1.45,0,0,1.56,0.25,0.25,0.15,1,1
Intense Technologies Ltd,Information Technology,IT Services & Consulting,321.74,12.95,15.03,24.64,19.49,13.42,10.98,0.82,1.76,4.81,0,20.57,2.5,34.66,9.14,2.76,1.69,12.41,0,0,-0.19,-0.2,0,0,2.34,1,0,0,1,1
Rockingdeals Circular Economy Ltd,Information Technology,Technology Hardware,309.55,25.16,102.72,2.77,15.69,10.45,11.82,3.8,27.32,1.51,0.57,59.41,44.67,34.66,9.14,6.21,1.69,18.32,-,0,-,0.88,-,-9.69,0.51,0,0.57,0.32,1,2
Newjaisa Technologies Ltd,Information Technology,Technology Hardware,301,19.56,14.46,-34.74,14.45,10.21,14.26,1.4,2.31,6.04,0.14,47.7,5.45,34.66,9.14,4.87,1.69,10.99,-,0,-,-1.84,-,-2.24,-,0,0.14,0.11,1,2
Take Solutions Ltd,Information Technology,Software Services,266.43,-239.93,10967.96,13.87,-156.43,-178.07,-76.56,0.43,-2.08,0.4,,-2.23,-30,34.66,9.14,3.97,1.69,-,0,0,0,-0.02,0,0,-7.56,0,-4.18,0.42,0,0
ABM Knowledgeware Ltd,Information Technology,IT Services & Consulting,257.23,6.59,8.44,7.52,24.05,14.85,5.69,0.38,0.65,7.49,0,17.76,1.14,34.66,9.14,2.64,1.69,6.54,0,0,0,0,0,0,1.68,1.25,0,0,0,1
Nitiraj Engineers Ltd,Information Technology,IT Services & Consulting,248.64,16.37,19.58,17.62,19.12,11.88,14.15,1.19,3.2,5.54,0,20.63,3.12,34.66,9.14,2.45,1.69,15.2,0,0,0,0,0,0,-1.61,1.5,0,0,1,2
Rox Hi-Tech Ltd,Information Technology,Electronic Equipments,247.2,92.94,113.21,2.78,18.26,12.03,30.75,3.54,16.58,1.52,0.93,11.64,10.23,34.66,9.14,1.4,1.69,39.15,0,0,-3.97,1.84,0,-16.71,3.24,0,0.93,0.37,1,2
Enser Communications Ltd,Information Technology,IT Services & Consulting,241.43,34.77,27.56,3.02,19.29,11.4,20.35,1.78,3.44,3.98,0.26,45.73,9.33,34.66,9.14,5.21,1.69,19.37,0,0,0,0,0,0,-,0,0.26,0.18,1,2
Smartlink Holdings Ltd,Information Technology,IT Services & Consulting,231.82,3.78,4.16,3.55,5.79,3.36,2.67,0.79,4.12,1.78,0.17,32.84,1.22,34.66,9.14,1.1,1.69,3.18,0,0,0.26,0.92,-0.07,0.41,-0.45,0,0.17,0.12,0,1
Canarys Automations Ltd,Information Technology,Communication & Networking,219.4,40.42,46.55,-8.2,16.16,10.48,15.33,1.37,4.58,1.58,0.56,27.42,8.64,34.66,9.14,2.88,1.69,25.37,-,0,-,-3.15,-,-6.04,-,0,0.56,0.22,1,2
Xelpmoc Design and Tech Ltd,Information Technology,IT Services & Consulting,217.44,-21.4,-18.85,-128.32,-140.73,-174.06,-17.85,0.1,0.39,3.5,0.04,-15.65,3.5,34.66,9.14,27.25,1.69,-21.28,0,0,-0.02,0.11,0,0,-2.67,0,0.04,0.03,0,0
Aarvi Encon Ltd,Information Technology,Outsourced services,215.71,10.1,11.81,0.77,3.73,2.78,6.9,2.48,5.6,2.56,0.08,19.01,1.85,34.66,9.14,0.53,1.69,10.46,0,0,0,0,0,0,1.76,2,0.08,0.06,0,2
delaPlex Ltd,Information Technology,IT Services & Consulting,207.62,22.54,18.51,10.05,21.84,17.89,21.93,1.23,1.31,40.16,0,20.58,3.21,34.66,9.14,3.68,1.69,15.95,0,-,2.48,-,2.17,-,-,2.75,0,0,1,2
Panache Digilife Ltd,Information Technology,IT Services & Consulting,207.25,1.74,14.88,4.8,6.01,0.55,0.55,1.01,4.29,1.37,1.02,376.82,6.5,34.66,9.14,2.06,1.69,7.87,0,0,0,0,0,0,0.34,0,1.02,0.34,0,0
Precision Electronics Ltd,Information Technology,Software Services,203.99,10.39,13.05,16.23,7.93,3.09,3.5,1.14,3.02,1.72,1.3,138.77,13.7,34.66,9.14,4.28,1.69,10.58,0,0,0,0,0,0,-1.3,0,1.3,0.43,0,1
Nettlinx Ltd,Information Technology,IT Services & Consulting,202.91,15.28,20.66,5.5,40.5,24.84,11.1,0.45,2.61,1.55,0.25,24.84,3.45,34.66,9.14,6.17,1.69,12.57,0,0,0,0,0,-0.15,0.46,0.4,0.25,0.18,1,2
Ducon Infratechnologies Ltd,Information Technology,Technology Hardware,201.19,6.29,15.41,5.19,5.24,1.82,2.69,1.48,3.54,1.74,0.86,26.37,1.67,34.66,9.14,0.48,1.69,7.87,0,0,0.03,0.02,0,0,0.11,0,0.86,0.35,0,1
GVP Infotech Ltd,Information Technology,Communication & Networking,187.13,1.69,1.72,0.12,9.62,8.48,1.65,0.19,5.66,2.14,0,65.66,1.1,34.66,9.14,5.57,1.69,1.7,0,0,0,0,0,0,0.01,0.1,0,0,0,2
Indrayani Biotech Ltd,Information Technology,IT Services & Consulting,186.43,10.21,14.34,-18.13,14.85,3.8,3.26,0.86,5.27,1.66,1.48,29.31,2.44,34.66,9.14,1.11,1.69,8.72,0,0,0,0,-1.21,-2.88,0.1,0,1.48,0.48,0,1
Fidel Softech Ltd,Information Technology,Outsourced services,184.95,17.34,20.67,7.07,20.28,14.77,14.87,1.01,1.34,7.76,0,30.52,4.93,34.66,9.14,4.51,1.69,16.37,0,0,0,0,0,0,1.53,1.1,0,0,1,2
Envirotech Systems Ltd,Information Technology,IT Services & Consulting,184.52,87.23,62.57,10.43,35.49,24.4,37.23,1.53,4.82,2.31,0.46,16.13,9.41,34.66,9.14,3.94,1.69,42.88,-,0,-,3.35,-,8.36,2.26,0,0.46,0.23,1,2
Atishay Ltd,Information Technology,Electronic Equipments,182.18,14.09,18.57,16.85,21.45,12.31,12.44,1.01,4.56,2.73,0.05,32.71,4.3,34.66,9.14,4.03,1.69,13.37,0,0,0,0,0,0,1.32,0,0.05,0.04,1,1
Odyssey Technologies Ltd,Information Technology,IT Services & Consulting,182.07,8.95,11.24,14.64,29.2,15.62,8.41,0.54,0.84,16.47,0,41.01,3.51,34.66,9.14,6.41,1.69,8.56,0,0,0,0,0,0,0.16,0,0,0,0,1
Cambridge Technology Enterprises Ltd,Information Technology,Software Services,180.01,5.27,9.09,5.87,12.59,2.64,2.48,0.94,3.14,1.83,1.07,32.26,1.6,34.66,9.14,0.85,1.69,6.19,0,0,0,-0.1,-0.02,-0.02,-4.3,0,1.07,0.44,0,1
GSS Infotech Ltd,Information Technology,Software Services,178.07,2.69,2.86,75.66,6.92,4.16,1.94,0.47,-24.01,0.63,0.03,23.87,0.51,34.66,9.14,0.99,1.69,2.43,0,0,-1.2,-2.98,0,0,0.04,0,0.03,0.02,0,1
S A Tech Software India Ltd,Information Technology,IT Services & Consulting,173.4,38.04,37.72,0.84,12.27,5.1,10.29,2.02,9.94,1.69,1.1,46.99,14.86,34.66,9.14,2.4,1.69,26.44,-,-,-,-,-,-,2.71,0,1.1,0.35,0,2
Enfuse Solutions Ltd,Information Technology,IT Services & Consulting,170.05,27.53,19.82,8.98,22.83,13.38,18.27,1.37,13.46,1.68,0.28,31.79,5.33,34.66,9.14,4.25,1.69,15.44,0,-,2.69,-,4.88,-,2.41,0,0.28,0.19,1,2
MRO-TEK Realty Ltd,Information Technology,Communication & Networking,169.32,4.9,6.62,26.35,35.02,7.74,1.8,0.23,1.41,4.27,1.69,51.15,2.45,34.66,9.14,3.96,1.69,6.76,0,0,0.01,0,0,0,0.8,0,1.69,0.57,0,2
Aksh Optifibre Ltd,Information Technology,IT Services & Consulting,166.44,-123.01,-42.53,19.71,-16.29,-30.53,-20.14,0.66,-2.69,1.06,2.53,-2.33,4.11,34.66,9.14,0.71,1.69,-38.85,0,0,0,-0.01,0,-0.03,-0.34,0,2.53,0.31,0,0
CG VAK Software and Exports Ltd,Information Technology,Communication & Networking,164.64,15.93,19.75,11.54,18.18,11.44,13.82,1.21,2.99,6.44,0.06,17.84,2.63,34.66,9.14,2.04,1.69,14.86,0,0,0,0,0,0,3.46,1,0.06,0.05,1,2
Avance Technologies Ltd,Information Technology,Software Services,160.54,1.31,1.34,20.77,3.43,3.32,1.06,0.32,-6.86,0.76,0,32.9,0.43,34.66,9.14,1.09,1.69,1.3,0,0,0,0,0,0,0.11,0,0,0,0,1
AAA Technologies Ltd,Information Technology,Software Services,155.38,12.03,15.42,31.28,20.95,13.01,11.25,0.87,0.99,19.53,0,48.41,5.56,34.66,9.14,6.3,1.69,11.55,0,0,0.03,0.03,0,0,0.63,0.5,0,0,1,1
Vedavaag Systems Ltd,Information Technology,IT Services & Consulting,153.44,6.05,7.02,4.95,17.47,8.21,4.87,0.59,1.04,5.45,0.02,19.45,1.15,34.66,9.14,1.6,1.69,5.97,0,0,4.2,4.2,0,0,0.89,0.75,0.02,0.01,0,1
Scanpoint Geomatics Ltd,Information Technology,IT Services & Consulting,137.85,1.88,2.42,20.36,15.35,5.34,0.91,0.17,0.98,1.62,0.75,85.62,1.6,34.66,9.14,4.57,1.69,2.33,0,-0.02,0,0,-0.06,-0.04,0.03,0,0.75,0.33,0,2
MPS Infotecnics Ltd,Information Technology,IT Services & Consulting,132.11,-1.01,-0.92,9.09,-285.45,-647.27,-0.9,0,0.01,2.69,0.05,-37.11,0.3,34.66,9.14,240.19,1.69,-0.95,0,0,0,-0.01,0,0,0,0,0.05,0.04,0,0
Sagarsoft (India) Ltd,Information Technology,Software Services,130.18,12.88,15.81,-2.03,9.56,5.44,8.22,1.51,2.86,2.9,0.13,15.52,1.9,34.66,9.14,0.84,1.69,12.11,0,0,0,0,0,0,3.08,2,0.13,0.08,1,1
Athena Global Technologies Ltd,Information Technology,IT Services & Consulting,129.72,217.09,79.65,4.71,86.81,82.13,97.91,1.19,-13.68,0.3,0.43,0.63,0.65,34.66,9.14,0.52,1.69,75.88,0,0,0,0,0,0,-3.37,0,0.43,0.27,1,2
Palred Technologies Ltd,Information Technology,IT Services & Consulting,127.95,-5.77,2.68,-2.02,2.7,-2.84,-2.64,0.93,2.27,1.72,1.17,-37.41,2.26,34.66,9.14,1.06,1.69,2.65,0,0,0,-0.47,0,0,-1.14,0,1.17,0.51,0,0
Securekloud Technologies Ltd,Information Technology,Technology Hardware,125.62,-141.49,-327.69,1.32,-16.93,-10.65,-15.07,1.42,-3.08,0.26,,-3.45,-7.86,34.66,9.14,0.37,1.69,-,0,0,0,0,0,0,-1.91,0,-7.55,0.62,0,0
WeP Solutions Ltd,Information Technology,IT Services & Consulting,124.73,6.57,9.72,20.53,21.12,5.55,4.63,0.83,2.99,2.07,0.22,32.23,2.07,34.66,9.14,1.79,1.69,6.08,0,0,0,0,0,0,0.31,0.5,0.22,0.14,0,1
Cerebra Integrated Technologies Ltd,Information Technology,IT Services & Consulting,123.37,-20.64,-23.63,4.44,-92.28,-90.59,-12.86,0.14,0.76,1.37,0.19,-2.55,0.59,34.66,9.14,2.31,1.69,-17.01,0,0,0.02,0.02,0,-0.05,-0.97,0,0.19,0.11,0,0
Diensten Tech Ltd,Information Technology,IT Services & Consulting,123.08,-77,-10.21,-16.91,-3.19,-5.74,-8.77,1.53,-28.65,0.83,14.73,-52.15,65.47,34.66,9.14,2.99,1.69,-3.99,-,0,-,8.69,-,-0.51,0,0,14.73,0.71,0,0
LCC Infotech Ltd,Information Technology,IT Services & Consulting,122.42,-183.04,-1981.41,-5.03,-1787.25,-1789.6,-157.01,0.09,0.36,1.1,0.83,-2.3,49.56,34.66,9.14,41.08,1.69,-1179.2,0,0,0.23,0.17,0,0.08,-0.02,0,0.83,0.31,0,0
Paramatrix Technologies Ltd,Information Technology,IT Services & Consulting,119.17,13.67,17.14,12.31,20.18,14.41,12.13,0.84,1.57,8.69,0,28.93,3.93,34.66,9.14,4.17,1.69,14.03,-,0,-,0.41,-,-24.54,1.33,-,0,0,1,1
Silverline Technologies Ltd,Information Technology,IT Services & Consulting,111.45,0,0.02,18.02,4.07,0,0,0.03,2.02,1.2,1.45,1.74E+18,4.52,34.66,9.14,64.8,1.69,0,0,0,0,0,0,0,0.01,0,1.45,0.53,0,0
Pulz Electronics Ltd,Information Technology,Communication & Networking,106.64,32.99,36.03,9.7,24.44,17.21,23.22,1.35,2.32,3.88,0.01,12.89,3.65,34.66,9.14,2.22,1.69,28.24,-,0,-,0,-,0,0,0,0.01,0.01,1,2
Cadsys (India) Ltd,Information Technology,IT Services & Consulting,104.96,8.13,14.35,-16.9,13.21,3.7,3.67,0.99,3.16,1.86,0.67,13.04,0.85,34.66,9.14,0.48,1.69,7.7,-,0,-,0,-,0,6.35,0,0.67,0.34,0,1
Kavveri Defence & Wireless Technologies Ltd,Information Technology,Electronic Equipments,104.79,-2.66,-2.74,-555.88,-52.94,-64.71,-1.61,0.02,-0.4,0.74,0,-79.38,2.23,34.66,9.14,51.37,1.69,-2.72,0,0,0,0,0,0,0.01,0,0,0,0,0
Tera Software Ltd,Information Technology,IT Services & Consulting,100.15,,7.9,-3.02,10.84,3.88,,0.85,-,1.94,0.3,29.2,0.89,34.66,9.14,1.13,1.69,4.62,0,0,-0.01,0,0,0,2.19,0,0.3,0.16,0,1
WOL 3D India Ltd,Information Technology,Electronic Equipments,98.07,62.04,51.17,6.1,18.59,12.62,26.24,2.08,3.72,2.26,0.54,19.42,9.24,34.66,9.14,2.45,1.69,33.97,-,-,-,-,-,-,7.73,0,0.54,0.23,1,2
SecMark Consultancy Ltd,Information Technology,IT Services & Consulting,95.43,-14.15,-13.19,16.37,7.63,-9.61,-7.82,0.81,20.48,0.89,0.69,-39.27,5.96,34.66,9.14,3.77,1.69,-5.14,0,0,0,0,0,0,0.15,0,0.69,0.35,0,0
Tridhya Tech Ltd,Information Technology,IT Services & Consulting,94.32,-1.42,4.96,-14.22,15.47,-1.23,-0.61,0.5,2.52,1.88,0.82,-196.49,2.01,34.66,9.14,2.42,1.69,3.87,0,0,-0.73,-1.97,-1.03,-0.61,0.32,0,0.82,0.42,0,0
HOV Services Ltd,Information Technology,IT Services & Consulting,91.58,11.8,16.23,-7.55,24.89,14.99,7.31,0.49,3.85,1.63,0.05,34.17,4.01,34.66,9.14,5.12,1.69,11.76,0,0,0,0,0,0,0.62,0,0.05,0.03,1,1
Synoptics Technologies Ltd,Information Technology,IT Services & Consulting,90.91,13.17,14.24,-53.37,31.93,13.82,8.14,0.59,1.55,2.77,0.31,15.15,1.38,34.66,9.14,2.09,1.69,9.73,-,0,-,0,-,0,1.97,0,0.31,0.22,1,1
Varanium Cloud Ltd,Information Technology,Outsourced services,87.72,109.41,83.02,0.7,31.11,22.29,76.09,3.41,11.29,3.06,0,1.03,0.62,34.66,9.14,0.23,1.69,60.57,0,0,-1.35,-0.92,0,0,21.81,2.45,0,0,1,2
Slone Infosystems Ltd,Information Technology,Technology Hardware,85.67,54.53,39.95,-5.76,11.23,6.85,25.51,3.73,7.35,3.11,0.12,20.5,6.48,34.66,9.14,1.4,1.69,30.7,0,-,0.46,-,0.06,-,3.46,0,0.12,0.08,1,1
Quicktouch Technologies Ltd,Information Technology,Software Services,82.18,14.02,10.72,-9.77,9.94,5.45,8.23,1.51,3.12,3.42,0.28,12.21,0.99,34.66,9.14,0.67,1.69,6.97,-,-,-,-,-,-,2.61,0,0.28,0.2,1,1
